image,category
0006.jpg,automobile
0010.jpg,automobile
0011.jpg,automobile
0017.jpg,automobile
0019.jpg,automobile
0020.jpg,automobile
0022.jpg,automobile
0023.jpg,automobile
0024.jpg,automobile
0032.jpg,automobile
0041.jpg,automobile
0047.jpg,automobile
0048.jpg,automobile
0067.jpg,automobile
0075.jpg,automobile
0084.jpg,automobile
0090.jpg,automobile
0091.jpg,automobile
0093.jpg,automobile
0095.jpg,automobile
0096.jpg,automobile
0106.jpg,automobile
0110.jpg,automobile
0117.jpg,automobile
0120.jpg,automobile
0127.jpg,automobile
0129.jpg,automobile
0131.jpg,automobile
0144.jpg,automobile
0148.jpg,automobile
