image,category
0000.jpg,airplane
0002.jpg,airplane
0003.jpg,airplane
0004.jpg,airplane
0005.jpg,airplane
0006.jpg,airplane
0007.jpg,airplane
0008.jpg,airplane
0009.jpg,airplane
0010.jpg,airplane
0011.jpg,airplane
0012.jpg,airplane
0013.jpg,airplane
0014.jpg,airplane
0016.jpg,airplane
0017.jpg,airplane
0019.jpg,airplane
0020.jpg,airplane
0021.jpg,airplane
0022.jpg,airplane
0023.jpg,airplane
0024.jpg,airplane
0025.jpg,airplane
0027.jpg,airplane
0030.jpg,airplane
0031.jpg,airplane
0032.jpg,airplane
0033.jpg,airplane
0034.jpg,airplane
0035.jpg,airplane
0036.jpg,airplane
0038.jpg,airplane
0039.jpg,airplane
0040.jpg,airplane
0041.jpg,airplane
0042.jpg,airplane
0043.jpg,airplane
0044.jpg,airplane
0045.jpg,airplane
0046.jpg,airplane
0047.jpg,airplane
0049.jpg,airplane
0050.jpg,airplane
0051.jpg,airplane
0052.jpg,airplane
0053.jpg,airplane
0054.jpg,airplane
0056.jpg,airplane
0057.jpg,airplane
0058.jpg,airplane
0059.jpg,airplane
0060.jpg,airplane
0061.jpg,airplane
0063.jpg,airplane
0064.jpg,airplane
0065.jpg,airplane
0069.jpg,airplane
0071.jpg,airplane
0072.jpg,airplane
0073.jpg,airplane
0074.jpg,airplane
0075.jpg,airplane
0077.jpg,airplane
0078.jpg,airplane
0079.jpg,airplane
0086.jpg,airplane
0087.jpg,airplane
0088.jpg,airplane
0089.jpg,airplane
0090.jpg,airplane
0091.jpg,airplane
0092.jpg,airplane
0093.jpg,airplane
0094.jpg,airplane
0095.jpg,airplane
0096.jpg,airplane
0097.jpg,airplane
0098.jpg,airplane
0099.jpg,airplane
0100.jpg,airplane
0101.jpg,airplane
0104.jpg,airplane
0105.jpg,airplane
0106.jpg,airplane
0107.jpg,airplane
0109.jpg,airplane
0110.jpg,airplane
0111.jpg,airplane
0112.jpg,airplane
0114.jpg,airplane
0115.jpg,airplane
0116.jpg,airplane
0117.jpg,airplane
0118.jpg,airplane
0119.jpg,airplane
0120.jpg,airplane
0121.jpg,airplane
0122.jpg,airplane
0123.jpg,airplane
0125.jpg,airplane
0128.jpg,airplane
0129.jpg,airplane
0130.jpg,airplane
0131.jpg,airplane
0132.jpg,airplane
0133.jpg,airplane
0135.jpg,airplane
0136.jpg,airplane
0137.jpg,airplane
0139.jpg,airplane
0140.jpg,airplane
0141.jpg,airplane
0142.jpg,airplane
0143.jpg,airplane
0144.jpg,airplane
0145.jpg,airplane
0146.jpg,airplane
0147.jpg,airplane
0148.jpg,airplane
0149.jpg,airplane
