image,category
boxer_107.jpg,boxer
boxer_110.jpg,boxer
boxer_114.jpg,boxer
boxer_12.jpg,boxer
boxer_125.jpg,boxer
boxer_126.jpg,boxer
boxer_13.jpg,boxer
boxer_130.jpg,boxer
boxer_14.jpg,boxer
boxer_142.jpg,boxer
boxer_143.jpg,boxer
boxer_145.jpg,boxer
boxer_19.jpg,boxer
boxer_2.jpg,boxer
boxer_28.jpg,boxer
boxer_30.jpg,boxer
boxer_35.jpg,boxer
boxer_46.jpg,boxer
boxer_47.jpg,boxer
boxer_5.jpg,boxer
boxer_50.jpg,boxer
boxer_53.jpg,boxer
boxer_59.jpg,boxer
boxer_64.jpg,boxer
boxer_66.jpg,boxer
boxer_77.jpg,boxer
boxer_87.jpg,boxer
boxer_9.jpg,boxer
boxer_91.jpg,boxer
boxer_94.jpg,boxer
boxer_95.jpg,boxer
